Timestamp,Face_0,Face_1,Face_2,Face_3,Face_4
2025-05-10 21:36:01,,,,,
2025-05-10 21:36:02,,,,,
2025-05-10 21:36:02,,,,,
2025-05-10 21:36:02,,,,,
2025-05-10 21:36:02,,,,,
2025-05-10 21:36:02,,,,,
2025-05-10 21:36:02,,,,,
2025-05-10 21:36:02,,,,,
2025-05-10 21:36:02,,,,,
2025-05-10 21:36:02,,,,,
2025-05-10 21:36:02,,,,,
2025-05-10 21:36:03,,,,,
2025-05-10 21:36:03,,,,,
2025-05-10 21:36:03,,,,,
2025-05-10 21:36:03,,,,,
2025-05-10 21:36:03,,,,,
2025-05-10 21:36:04,,,,,
2025-05-10 21:36:04,,,,,
2025-05-10 21:36:04,,,,,
2025-05-10 21:36:05,,,,,
2025-05-10 21:36:05,,,,,
2025-05-10 21:36:05,,,,,
2025-05-10 21:36:05,,,,,
2025-05-10 21:36:06,,,,,
2025-05-10 21:36:06,,,,,
2025-05-10 21:36:06,,,,,
2025-05-10 21:36:06,,,,,
2025-05-10 21:36:06,,,,,
2025-05-10 21:36:06,,,,,
2025-05-10 21:36:07,,,,,
2025-05-10 21:36:07,,,,,
2025-05-10 21:36:07,,,,,
2025-05-10 21:36:07,,,,,
2025-05-10 21:36:07,,,,,
2025-05-10 21:36:08,,,,,
2025-05-10 21:36:08,,,,,
2025-05-10 21:36:08,,,,,
2025-05-10 21:36:08,,,,,
2025-05-10 21:36:09,,,,,
2025-05-10 21:36:09,,,,,
2025-05-10 21:36:09,,,,,
2025-05-10 21:36:09,,,,,
2025-05-10 21:36:09,,,,,
2025-05-10 21:36:10,,,,,
2025-05-10 21:36:10,,,,,
2025-05-10 21:36:10,,,,,
2025-05-10 21:36:10,,,,,
2025-05-10 21:36:10,,,,,
2025-05-10 21:36:11,,,,,
2025-05-10 21:36:11,,,,,
2025-05-10 21:36:11,,,,,
2025-05-10 21:36:11,,,,,
2025-05-10 21:36:11,,,,,
2025-05-10 21:36:11,,,,,
2025-05-10 21:36:12,,,,,
2025-05-10 21:36:12,,,,,
2025-05-10 21:36:12,,,,,
2025-05-10 21:36:12,,,,,
2025-05-10 21:36:12,,,,,
2025-05-10 21:36:13,,,,,
2025-05-10 21:36:13,,,,,
2025-05-10 21:36:13,,,,,
2025-05-10 21:36:13,,,,,
2025-05-10 21:36:13,,,,,
2025-05-10 21:36:13,,,,,
2025-05-10 21:36:14,,,,,
2025-05-10 21:36:14,,,,,
2025-05-10 21:36:14,,,,,
2025-05-10 21:36:14,,,,,
2025-05-10 21:36:14,,,,,
2025-05-10 21:36:15,,,,,
2025-05-10 21:36:15,,,,,
2025-05-10 21:36:15,,,,,
2025-05-10 21:36:15,Angry,,,,
2025-05-10 21:36:15,Angry,,,,
2025-05-10 21:36:16,,,,,
2025-05-10 21:36:16,,,,,
2025-05-10 21:36:16,,,,,
2025-05-10 21:36:16,Angry,,,,
2025-05-10 21:36:17,Neutral,,,,
2025-05-10 21:36:17,Happy,,,,
2025-05-10 21:36:17,Neutral,,,,
2025-05-10 21:36:17,Angry,,,,
2025-05-10 21:36:17,Neutral,,,,
2025-05-10 21:36:18,Neutral,,,,
2025-05-10 21:36:18,Neutral,,,,
2025-05-10 21:36:18,Neutral,,,,
2025-05-10 21:36:18,Neutral,,,,
2025-05-10 21:36:18,Fear,,,,
2025-05-10 21:36:19,Neutral,,,,
2025-05-10 21:36:19,Fear,,,,
2025-05-10 21:36:19,Fear,,,,
2025-05-10 21:36:19,Neutral,,,,
2025-05-10 21:36:20,Neutral,,,,
2025-05-10 21:36:20,Fear,,,,
2025-05-10 21:36:20,Neutral,,,,
2025-05-10 21:36:20,Neutral,,,,
2025-05-10 21:36:20,Neutral,,,,
2025-05-10 21:36:20,Neutral,,,,
2025-05-10 21:36:21,Neutral,,,,
2025-05-10 21:36:21,Neutral,,,,
2025-05-10 21:36:21,Angry,,,,
2025-05-10 21:36:21,Happy,,,,
2025-05-10 21:36:22,Happy,,,,
2025-05-10 21:36:22,,,,,
2025-05-10 21:36:22,,,,,
2025-05-10 21:36:22,,,,,
2025-05-10 21:36:22,,,,,
2025-05-10 21:36:22,,,,,
2025-05-10 21:36:23,,,,,
2025-05-10 21:36:23,,,,,
2025-05-10 21:36:23,Angry,,,,
2025-05-10 21:36:23,,,,,
2025-05-10 21:36:24,Neutral,,,,
2025-05-10 21:36:24,,,,,
2025-05-10 21:36:24,Neutral,,,,
2025-05-10 21:36:24,Neutral,,,,
2025-05-10 21:36:24,,,,,
2025-05-10 21:36:25,Neutral,,,,
2025-05-10 21:36:25,Neutral,,,,
2025-05-10 21:36:25,Neutral,,,,
2025-05-10 21:36:26,Fear,,,,
2025-05-10 21:36:26,Happy,,,,
2025-05-10 21:36:26,Neutral,,,,
2025-05-10 21:36:26,Happy,,,,
2025-05-10 21:36:27,Happy,,,,
2025-05-10 21:36:27,Happy,,,,
2025-05-10 21:36:27,Happy,,,,
2025-05-10 21:36:27,Happy,,,,
2025-05-10 21:36:28,Happy,,,,
2025-05-10 21:36:28,Happy,,,,
2025-05-10 21:36:28,Happy,,,,
2025-05-10 21:36:28,Neutral,,,,
2025-05-10 21:36:28,Neutral,,,,
2025-05-10 21:36:29,Happy,,,,
2025-05-10 21:36:29,Neutral,,,,
2025-05-10 21:36:29,Neutral,,,,
2025-05-10 21:36:29,Neutral,,,,
2025-05-10 21:36:30,Neutral,,,,
2025-05-10 21:36:30,Happy,,,,
2025-05-10 21:36:30,Neutral,,,,
2025-05-10 21:36:30,Happy,,,,
2025-05-10 21:36:31,Neutral,,,,
2025-05-10 21:36:31,Neutral,,,,
2025-05-10 21:36:31,Neutral,,,,
2025-05-10 21:36:31,Neutral,,,,
2025-05-10 21:36:32,Neutral,,,,
2025-05-10 21:36:32,Neutral,,,,
2025-05-10 21:36:32,Neutral,,,,
2025-05-10 21:36:32,Neutral,,,,
2025-05-10 21:36:33,Neutral,,,,
2025-05-10 21:36:33,Neutral,,,,
2025-05-10 21:36:33,Neutral,,,,
2025-05-10 21:36:33,Neutral,,,,
2025-05-10 21:36:33,Neutral,,,,
2025-05-10 21:36:34,Neutral,,,,
2025-05-10 21:36:34,Neutral,,,,
2025-05-10 21:36:34,Neutral,,,,
2025-05-10 21:36:34,Neutral,,,,
2025-05-10 21:36:35,Neutral,,,,
2025-05-10 21:36:35,Neutral,,,,
2025-05-10 21:36:35,Neutral,,,,
2025-05-10 21:36:35,Neutral,,,,
2025-05-10 21:36:35,Neutral,,,,
2025-05-10 21:36:36,Neutral,,,,
2025-05-10 21:36:36,Neutral,,,,
2025-05-10 21:36:36,Neutral,,,,
2025-05-10 21:36:36,Neutral,,,,
2025-05-10 21:36:37,Neutral,,,,
2025-05-10 21:36:37,Neutral,,,,
2025-05-10 21:36:37,Neutral,,,,
2025-05-10 21:36:37,Neutral,,,,
2025-05-10 21:36:37,Neutral,,,,
2025-05-10 21:36:38,Neutral,,,,
2025-05-10 21:36:38,Neutral,,,,
2025-05-10 21:36:38,Neutral,,,,
2025-05-10 21:36:38,Neutral,,,,
2025-05-10 21:36:39,Neutral,,,,
2025-05-10 21:36:39,Neutral,,,,
2025-05-10 21:36:39,Neutral,,,,
2025-05-10 21:36:39,Angry,,,,
2025-05-10 21:36:40,Neutral,,,,
2025-05-10 21:36:40,Neutral,,,,
2025-05-10 21:36:40,Neutral,,,,
2025-05-10 21:36:40,Neutral,,,,
2025-05-10 21:36:41,Neutral,,,,
2025-05-10 21:36:41,Neutral,,,,
2025-05-10 21:36:41,Neutral,,,,
2025-05-10 21:36:41,Neutral,,,,
2025-05-10 21:36:41,Neutral,,,,
2025-05-10 21:36:41,Neutral,,,,
2025-05-10 21:36:42,Neutral,,,,
2025-05-10 21:36:42,Neutral,,,,
2025-05-10 21:36:42,Neutral,,,,
2025-05-10 21:36:42,Neutral,,,,
2025-05-10 21:36:43,Neutral,,,,
2025-05-10 21:36:43,Neutral,,,,
2025-05-10 21:36:43,Neutral,,,,
2025-05-10 21:36:43,Neutral,,,,
2025-05-10 21:36:44,Neutral,,,,
2025-05-10 21:36:44,Neutral,,,,
